"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.384315355E1,1.200000010E-2,0.000000000E0,1.230000034E-1,1.235839829E-1
1.384816801E1,-2.800000086E-2,-1.300000027E-2,2.800000086E-2,4.167733321E-2
1.385318244E1,-2.800000086E-2,0.000000000E0,-1.209999993E-1,1.241974230E-1
1.385819690E1,-1.000000047E-3,0.000000000E0,-1.620000005E-1,1.620030869E-1
1.386321135E1,-1.400000043E-2,1.300000027E-2,-1.200000010E-2,2.256102882E-2
1.386822581E1,-1.000000047E-3,-2.600000054E-2,1.509999931E-1,1.532253176E-1
1.387324027E1,1.200000010E-2,0.000000000E0,2.189999968E-1,2.193285175E-1
1.387825473E1,2.400000021E-2,0.000000000E0,1.230000034E-1,1.253195948E-1
1.388326918E1,-3.000000026E-3,0.000000000E0,8.200000226E-2,8.205486196E-2
1.388828364E1,-2.999999933E-2,2.700000070E-2,1.000000047E-3,4.037325845E-2
1.389329810E1,-1.600000076E-2,-1.300000027E-2,1.000000047E-3,2.063976820E-2
1.389831258E1,-2.000000095E-3,0.000000000E0,1.000000047E-3,2.236068084E-3
1.390332704E1,9.999999776E-3,0.000000000E0,6.899999827E-2,6.972087031E-2
1.390834150E1,5.099999905E-2,-1.300000027E-2,4.199999943E-2,6.733498245E-2
1.391335596E1,3.700000048E-2,1.400000043E-2,1.400000043E-2,4.196427123E-2
1.391837042E1,2.199999988E-2,-1.200000010E-2,-5.299999937E-2,5.862593224E-2
1.392338488E1,-1.799999923E-2,-1.200000010E-2,-3.900000080E-2,4.459820666E-2
1.392839935E1,-1.799999923E-2,1.499999966E-2,9.600000083E-2,9.881801517E-2
1.393341381E1,-4.000000190E-3,1.000000047E-3,1.369999945E-1,1.370620243E-1
1.393842827E1,-4.000000190E-3,-1.099999994E-2,1.099999994E-1,1.106209739E-1
1.394344273E1,-4.000000190E-3,-1.099999994E-2,2.800000086E-2,3.034798261E-2
1.394845719E1,-4.000000190E-3,-1.099999994E-2,-3.900000080E-2,4.071854692E-2
1.395347165E1,-3.099999949E-2,2.000000095E-3,-3.900000080E-2,4.985980377E-2
1.395848611E1,-1.600000076E-2,2.700000070E-2,1.400000043E-2,3.436568163E-2
1.396350056E1,2.400000021E-2,2.700000070E-2,2.800000086E-2,4.570558058E-2
1.396851502E1,-3.000000026E-3,0.000000000E0,-1.200000010E-2,1.236931698E-2
1.397352948E1,-3.000000026E-3,-2.700000070E-2,-5.299999937E-2,5.955669544E-2
1.397854394E1,-1.499999966E-2,-2.500000037E-2,4.199999943E-2,5.112729174E-2
1.398355842E1,-2.899999917E-2,1.000000047E-3,9.600000083E-2,1.002895813E-1
1.398857288E1,-1.000000047E-3,-1.099999994E-2,1.509999931E-1,1.514034277E-1
1.399358736E1,3.900000080E-2,1.000000047E-3,1.369999945E-1,1.424464761E-1
1.399860182E1,9.999999776E-3,1.000000047E-3,-6.599999964E-2,6.676076654E-2
1.400361629E1,3.700000048E-2,-1.099999994E-2,-1.620000005E-1,1.665352821E-1
1.400863076E1,9.999999776E-3,1.000000047E-3,-1.480000019E-1,1.483408257E-1
1.401364523E1,-5.700000003E-2,1.000000047E-3,-1.200000010E-2,5.825804671E-2
1.401865969E1,-5.299999937E-2,-2.300000004E-2,4.199999943E-2,7.142828493E-2
1.402367415E1,-1.200000010E-2,-3.700000048E-2,-5.299999937E-2,6.574191944E-2
1.402868861E1,1.400000043E-2,3.000000026E-3,-9.399999678E-2,9.508417012E-2
1.403370305E1,1.000000047E-3,-8.999999613E-3,6.899999827E-2,6.959166440E-2
1.403871751E1,-2.300000004E-2,3.000000026E-3,2.590000033E-1,2.600365392E-1
1.404373197E1,-9.999999776E-3,-2.300000004E-2,2.049999982E-1,2.065284466E-1
1.404874644E1,-9.999999776E-3,-8.999999613E-3,1.000000047E-3,1.349073714E-2
1.405376113E1,-9.999999776E-3,1.700000092E-2,-1.749999970E-1,1.761079186E-1
1.405877560E1,-2.199999988E-2,2.800000086E-2,-6.599999964E-2,7.499333301E-2
1.406379007E1,-2.199999988E-2,-1.200000010E-2,4.199999943E-2,4.890807653E-2
1.406880430E1,1.799999923E-2,-6.599999964E-2,8.200000226E-2,1.067895140E-1
1.407381876E1,3.200000152E-2,-3.900000080E-2,-1.200000010E-2,5.185557022E-2
1.407883323E1,1.700000092E-2,1.300000027E-2,-2.600000054E-2,3.367491747E-2
1.408384769E1,1.700000092E-2,2.700000070E-2,1.509999931E-1,1.543340467E-1
1.408886214E1,3.000000026E-3,-1.300000027E-2,3.140000105E-1,3.142833222E-1
1.409387661E1,1.700000092E-2,-3.999999911E-2,3.000000119E-1,3.031319962E-1
1.409889108E1,6.700000167E-2,-5.000000075E-2,9.600000083E-2,1.272988628E-1
1.410390554E1,5.299999937E-2,-3.599999845E-2,-1.209999993E-1,1.369160314E-1
1.410892001E1,-1.000000047E-3,-8.999999613E-3,-1.620000005E-1,1.622528895E-1
1.411393444E1,-6.899999827E-2,3.099999949E-2,-1.200000010E-2,7.658981481E-2
1.411894891E1,-5.099999905E-2,3.000000026E-3,1.099999994E-1,1.212847879E-1
1.412396337E1,-9.999999776E-3,-6.400000304E-2,1.099999994E-1,1.276557882E-1
1.412897784E1,2.000000095E-3,-7.699999958E-2,2.800000086E-2,8.195730586E-2
1.413399231E1,2.999999933E-2,-2.300000004E-2,1.230000034E-1,1.286778955E-1
1.413900677E1,1.499999966E-2,3.000000026E-3,2.730000019E-1,2.734282374E-1
1.414402123E1,2.899999917E-2,-2.300000004E-2,2.590000033E-1,2.616314233E-1
1.414903569E1,1.499999966E-2,-2.300000004E-2,6.899999827E-2,7.426304433E-2
1.415405016E1,1.499999966E-2,-2.300000004E-2,-2.029999942E-1,2.048487189E-1
1.415906463E1,1.400000043E-2,3.000000026E-3,-2.300000042E-1,2.304452254E-1
1.416407909E1,0.000000000E0,3.000000026E-3,-1.620000005E-1,1.620277759E-1
1.416909355E1,1.400000043E-2,3.000000026E-3,6.899999827E-2,7.046985010E-2
1.417410801E1,1.400000043E-2,1.600000076E-2,1.909999996E-1,1.921796032E-1
1.417912246E1,-1.200000010E-2,-2.199999988E-2,1.369999945E-1,1.392731076E-1
1.418413692E1,-1.200000010E-2,-8.000000380E-3,9.600000083E-2,9.707728967E-2
1.418915138E1,-1.200000010E-2,4.600000009E-2,1.500000060E-1,1.573531118E-1
1.419416583E1,-1.200000010E-2,5.900000036E-2,1.780000031E-1,1.879068949E-1
1.419918029E1,-1.099999994E-2,2.999999933E-2,6.899999827E-2,7.603946160E-2
1.420419474E1,1.499999966E-2,-9.999999776E-3,-7.999999821E-2,8.200609550E-2
1.420920920E1,1.499999966E-2,1.600000076E-2,-2.029999942E-1,2.041812862E-1
1.421422366E1,-1.099999994E-2,7.100000232E-2,-1.070000008E-1,1.288836704E-1
1.421923812E1,-3.500000015E-2,5.299999937E-2,8.200000226E-2,1.037207805E-1
1.422425258E1,-2.199999988E-2,2.600000054E-2,1.909999996E-1,1.940128859E-1
1.422926705E1,1.799999923E-2,2.600000054E-2,1.909999996E-1,1.936001030E-1
1.423428143E1,3.200000152E-2,3.999999911E-2,1.230000034E-1,1.332403875E-1
1.423929600E1,4.999999888E-3,6.300000101E-2,1.369999945E-1,1.508741152E-1
1.424431046E1,-8.000000380E-3,7.000000216E-3,1.369999945E-1,1.374117845E-1
1.424932493E1,1.799999923E-2,-1.899999939E-2,5.499999970E-2,6.090976864E-2
1.425433939E1,1.799999923E-2,-3.200000152E-2,-9.399999678E-2,1.009158038E-1
1.425935377E1,-8.000000380E-3,7.000000216E-3,-1.480000019E-1,1.483812676E-1
1.426436829E1,-8.000000380E-3,7.000000216E-3,-9.399999678E-2,9.459915118E-2
1.426938276E1,4.999999888E-3,-6.000000052E-3,1.000000047E-3,7.874007849E-3
1.427439722E1,3.200000152E-2,-3.299999982E-2,-3.900000080E-2,6.028266872E-2
1.427941167E1,5.499999970E-2,-5.600000173E-2,-1.200000010E-2,7.940403115E-2
1.428442613E1,4.100000113E-2,-4.199999943E-2,6.899999827E-2,9.058697371E-2
1.428944059E1,1.400000043E-2,-2.000000095E-3,1.509999931E-1,1.516607989E-1
1.429445503E1,2.800000086E-2,-1.499999966E-2,1.369999945E-1,1.406342723E-1
1.429946949E1,3.900000080E-2,-5.200000107E-2,-6.599999964E-2,9.263368786E-2
1.430448392E1,1.099999994E-2,-3.799999878E-2,-2.430000007E-1,2.461991069E-1
1.430949831E1,-2.000000095E-3,-5.200000107E-2,-2.709999979E-1,2.759510807E-1
1.431451286E1,-2.899999917E-2,2.000000095E-3,-7.999999821E-2,8.511756379E-2
1.431952725E1,-1.000000047E-3,2.700000070E-2,9.600000083E-2,9.972963551E-2
1.432454171E1,-1.499999966E-2,2.700000070E-2,1.230000034E-1,1.268187717E-1
1.432955617E1,-1.000000047E-3,-1.300000027E-2,-5.299999937E-2,5.458021565E-2
1.433457060E1,3.799999878E-2,-2.700000070E-2,-1.340000033E-1,1.418767100E-1
1.433958506E1,-1.000000047E-3,1.200000010E-2,-2.500000037E-2,2.774887423E-2
1.434459950E1,-1.499999966E-2,-2.800000086E-2,1.509999931E-1,1.543048863E-1
1.434961397E1,3.900000080E-2,-5.499999970E-2,2.049999982E-1,2.158031494E-1
1.435462841E1,5.200000107E-2,-4.100000113E-2,-2.500000037E-2,7.078135505E-2
1.435964288E1,2.300000004E-2,-1.300000027E-2,-1.480000019E-1,1.503396174E-1
1.436465735E1,-1.700000092E-2,-1.300000027E-2,-7.999999821E-2,8.281304096E-2
1.436967181E1,-4.399999976E-2,0.000000000E0,2.800000086E-2,5.215361950E-2
1.437468627E1,-5.799999833E-2,1.300000027E-2,2.800000086E-2,6.570388011E-2
1.437970073E1,8.000000380E-3,1.200000010E-2,-1.200000010E-2,1.876166333E-2
1.438471519E1,8.000000380E-3,1.200000010E-2,1.400000043E-2,2.009975176E-2
1.438972965E1,-1.799999923E-2,-1.400000043E-2,2.189999968E-1,2.201840107E-1
1.439474412E1,-1.799999923E-2,-1.400000043E-2,3.280000091E-1,3.287917364E-1
1.439975858E1,-4.000000190E-3,-3.900000080E-2,2.049999982E-1,2.087151152E-1
1.440477304E1,8.999999613E-3,-2.500000037E-2,1.000000047E-3,2.658947182E-2
1.440978751E1,8.999999613E-3,1.000000047E-3,-1.620000005E-1,1.622528895E-1
1.441480197E1,-1.700000092E-2,1.499999966E-2,-2.500000037E-2,3.374907465E-2
1.441981642E1,-2.899999917E-2,2.700000070E-2,1.909999996E-1,1.950666549E-1
1.442483088E1,-1.499999966E-2,0.000000000E0,2.730000019E-1,2.734117792E-1
1.442984511E1,3.900000080E-2,-5.400000140E-2,1.640000045E-1,1.770113039E-1
1.443485981E1,5.200000107E-2,-1.300000027E-2,6.899999827E-2,8.737276395E-2
1.443987427E1,1.099999994E-2,0.000000000E0,1.099999994E-1,1.105486312E-1
1.444488871E1,-2.000000095E-3,-2.700000070E-2,2.049999982E-1,2.067800747E-1
1.444990318E1,-2.000000095E-3,-4.100000113E-2,2.870000005E-1,2.899206794E-1
1.445491743E1,2.500000037E-2,-2.700000070E-2,1.780000031E-1,1.817635859E-1
1.445993189E1,6.100000069E-2,-1.200000010E-2,5.499999970E-2,8.300602420E-2
1.446494635E1,6.000000052E-3,0.000000000E0,1.400000043E-2,1.523154663E-2
1.446996085E1,-3.400000185E-2,1.400000043E-2,5.499999970E-2,6.615890042E-2
1.447497531E1,-6.100000069E-2,4.100000113E-2,5.499999970E-2,9.179869358E-2
1.447998978E1,-6.000000052E-3,2.600000054E-2,-1.200000010E-2,2.925747821E-2
1.448500424E1,-6.000000052E-3,-1.400000043E-2,-7.999999821E-2,8.143709061E-2
1.449001870E1,-1.999999955E-2,-1.400000043E-2,1.000000047E-3,2.443358333E-2
1.449503318E1,-6.000000052E-3,-1.000000047E-3,1.509999931E-1,1.511224600E-1
1.450004765E1,6.000000052E-3,-1.000000047E-3,1.920000017E-1,1.920963317E-1
1.450506211E1,-1.999999955E-2,-1.000000047E-3,2.800000086E-2,3.442382940E-2
1.451007656E1,-7.000000216E-3,-2.800000086E-2,-1.480000019E-1,1.507879326E-1
1.451509102E1,1.899999939E-2,-4.199999943E-2,-1.340000033E-1,1.417074480E-1
1.452010547E1,-6.000000052E-3,1.099999994E-2,-9.399999678E-2,9.483142620E-2
1.452511993E1,-6.000000052E-3,2.500000037E-2,1.000000047E-3,2.572936104E-2
1.453013439E1,1.999999955E-2,-2.000000095E-3,-5.299999937E-2,5.668333014E-2
1.453514888E1,6.000000052E-3,-2.899999917E-2,-1.480000019E-1,1.509337620E-1
1.454016334E1,-3.099999949E-2,-2.000000095E-3,-1.889999956E-1,1.915358930E-1
1.454517781E1,-3.099999949E-2,1.099999994E-2,-7.999999821E-2,8.649855306E-2
1.455019221E1,-4.000000190E-3,-1.499999966E-2,5.499999970E-2,5.714892789E-2
1.455520667E1,-4.000000190E-3,-1.499999966E-2,1.000000047E-3,1.555634891E-2
1.456022114E1,-1.700000092E-2,-1.000000047E-3,-1.070000008E-1,1.083466668E-1
1.456523560E1,-3.000000026E-3,1.099999994E-2,-1.889999956E-1,1.893435986E-1
1.457025005E1,-1.700000092E-2,3.900000080E-2,-2.709999979E-1,2.743191552E-1
1.457526452E1,-2.999999933E-2,1.099999994E-2,-3.249999881E-1,3.265669797E-1
1.458027898E1,-4.100000113E-2,-1.400000043E-2,-2.569999993E-1,2.606261686E-1
1.458529344E1,-1.300000027E-2,-1.400000043E-2,-1.480000019E-1,1.492280154E-1
1.459030790E1,0.000000000E0,1.200000010E-2,-2.500000037E-2,2.773084963E-2
1.459532235E1,-1.300000027E-2,2.600000054E-2,-1.200000010E-2,3.144837098E-2
1.460033681E1,-2.500000037E-2,-1.000000047E-3,-5.299999937E-2,5.860887264E-2
1.460535128E1,-2.500000037E-2,-2.800000086E-2,-1.209999993E-1,1.266885942E-1
1.461036575E1,1.000000047E-3,-5.499999970E-2,-2.840000093E-1,2.892784217E-1
1.461538021E1,1.000000047E-3,-2.800000086E-2,-2.980000079E-1,2.993142241E-1
1.462039468E1,2.600000054E-2,-1.300000027E-2,-2.160000056E-1,2.179472470E-1
1.462540914E1,1.200000010E-2,-1.300000027E-2,-9.399999678E-2,9.565040201E-2
1.463042338E1,1.200000010E-2,-5.400000140E-2,-1.200000010E-2,5.660388817E-2
1.463543782E1,-1.400000043E-2,-6.800000370E-2,-1.070000008E-1,1.275499929E-1
1.464045228E1,-1.300000027E-2,-3.799999878E-2,-1.749999970E-1,1.795494329E-1
1.464546677E1,-1.300000027E-2,2.000000095E-3,-1.350000054E-1,1.356392327E-1
1.465048124E1,0.000000000E0,-9.999999776E-3,-1.070000008E-1,1.074662745E-1
1.465549570E1,0.000000000E0,-5.099999905E-2,-2.600000054E-2,5.724508652E-2
1.466051014E1,0.000000000E0,-3.500000015E-2,-5.299999937E-2,6.351377759E-2
1.466552461E1,-1.300000027E-2,-7.000000216E-3,-2.980000079E-1,2.983655555E-1
1.467053907E1,-2.600000054E-2,-2.099999972E-2,-3.799999952E-1,3.814669008E-1
1.467555352E1,-2.700000070E-2,6.000000052E-3,-3.930000067E-1,3.939720869E-1
1.468056798E1,-1.200000010E-2,1.799999923E-2,-2.300000042E-1,2.310151551E-1
1.468558244E1,-1.200000010E-2,1.799999923E-2,-1.350000054E-1,1.367223516E-1
1.469059692E1,-2.600000054E-2,4.000000190E-3,-6.599999964E-2,7.104927855E-2
1.469561138E1,-1.200000010E-2,3.099999949E-2,-6.599999964E-2,7.389857863E-2
1.470062582E1,-2.400000021E-2,1.600000076E-2,-2.029999942E-1,2.050390150E-1
1.470564021E1,-9.999999776E-3,1.600000076E-2,-2.980000079E-1,2.985967259E-1
1.471065467E1,1.600000076E-2,1.600000076E-2,-2.709999979E-1,2.719430067E-1
1.471566913E1,-9.999999776E-3,1.600000076E-2,-2.160000056E-1,2.168225137E-1
1.472068359E1,1.499999966E-2,-2.199999988E-2,-1.749999970E-1,1.770141207E-1
1.472569805E1,2.800000086E-2,-8.000000380E-3,-2.160000056E-1,2.179541293E-1
1.473071251E1,1.000000047E-3,-8.000000380E-3,-3.249999881E-1,3.250999727E-1
1.473572697E1,-2.500000037E-2,4.000000190E-3,-3.249999881E-1,3.259846504E-1
1.474074143E1,-3.599999845E-2,2.899999917E-2,-2.440000027E-1,2.483404944E-1
1.474575589E1,-2.199999988E-2,-1.099999994E-2,-1.480000019E-1,1.500299989E-1
1.475077035E1,1.799999923E-2,-3.799999878E-2,-1.350000054E-1,1.413966100E-1
1.475578481E1,1.799999923E-2,-1.099999994E-2,-1.620000005E-1,1.633676838E-1
1.476079904E1,1.600000076E-2,1.400000043E-2,-1.749999970E-1,1.762866955E-1
1.476581350E1,3.000000026E-3,4.100000113E-2,-2.029999942E-1,2.071207322E-1
1.477082797E1,3.000000026E-3,1.400000043E-2,-2.709999979E-1,2.713779631E-1
1.477584243E1,1.600000076E-2,-3.999999911E-2,-3.930000067E-1,3.953542781E-1
1.478085688E1,1.499999966E-2,-2.400000021E-2,-4.749999940E-1,4.758424049E-1
1.478587134E1,2.800000086E-2,-2.400000021E-2,-4.339999855E-1,4.355639878E-1
1.479088580E1,1.400000043E-2,-1.099999994E-2,-2.840000093E-1,2.845575606E-1
1.479590026E1,-1.200000010E-2,-1.099999994E-2,-1.480000019E-1,1.488925806E-1
1.480091473E1,1.300000027E-2,-3.500000015E-2,-1.620000005E-1,1.662468050E-1
1.480592919E1,2.700000070E-2,-2.199999988E-2,-3.519999981E-1,3.537188130E-1
1.481094358E1,1.300000027E-2,4.999999888E-3,-4.480000138E-1,4.482164794E-1
1.481595804E1,2.700000070E-2,-8.000000380E-3,-4.749999940E-1,4.758339988E-1
1.482097249E1,2.400000021E-2,-3.299999982E-2,-5.019999743E-1,5.036556107E-1
1.482598695E1,5.099999905E-2,-5.999999866E-2,-4.749999940E-1,4.814831192E-1
1.483100141E1,-1.600000076E-2,-4.600000009E-2,-5.159999728E-1,5.182933262E-1
1.483601587E1,-4.300000146E-2,2.099999972E-2,-5.299999714E-1,5.321559638E-1
1.484103033E1,-1.499999966E-2,4.399999976E-2,-5.569999814E-1,5.589364716E-1
1.484604479E1,-4.199999943E-2,-2.300000004E-2,-5.159999728E-1,5.182171089E-1
1.485105926E1,-2.899999917E-2,-6.400000304E-2,-3.799999952E-1,3.864414532E-1
1.485607372E1,1.099999994E-2,-6.400000304E-2,-2.840000093E-1,2.913297199E-1
1.486108818E1,4.800000042E-2,2.000000095E-3,-3.109999895E-1,3.146887248E-1
1.486610264E1,7.000000216E-3,2.999999933E-2,-3.109999895E-1,3.125219887E-1
1.487111710E1,7.000000216E-3,-9.999999776E-3,-4.199999869E-1,4.201773304E-1
1.487613156E1,-6.000000052E-3,-2.400000021E-2,-4.889999926E-1,4.896253596E-1
1.488114602E1,-6.000000052E-3,-2.199999988E-2,-5.569999814E-1,5.574665723E-1
1.488616025E1,-6.000000052E-3,-3.599999845E-2,-5.979999900E-1,5.991126671E-1
1.489117473E1,-6.000000052E-3,-2.199999988E-2,-4.609999955E-1,4.615636422E-1
1.489618919E1,7.000000216E-3,-8.999999613E-3,-3.109999895E-1,3.112089225E-1
1.490120366E1,-1.799999923E-2,3.000000026E-3,-2.980000079E-1,2.985582098E-1
1.490621812E1,-3.200000152E-2,-8.999999613E-3,-2.980000079E-1,2.998483029E-1
1.491123258E1,-4.600000009E-2,1.700000092E-2,-3.249999881E-1,3.286791632E-1
1.491624702E1,-1.799999923E-2,1.700000092E-2,-3.519999981E-1,3.528696624E-1
1.492126149E1,-1.700000092E-2,1.600000076E-2,-3.659999967E-1,3.667437765E-1
1.492627587E1,-1.700000092E-2,2.899999917E-2,-5.429999828E-1,5.440395035E-1
1.493129032E1,-1.700000092E-2,2.899999917E-2,-6.520000100E-1,6.528659993E-1
1.493630478E1,-4.500000179E-2,2.899999917E-2,-5.979999900E-1,6.003915290E-1
1.494131926E1,-5.400000140E-2,1.400000043E-2,-5.429999828E-1,5.458580232E-1
1.494633372E1,-1.300000027E-2,-2.600000054E-2,-4.210000038E-1,4.220023735E-1
1.495134818E1,-1.300000027E-2,1.400000043E-2,-4.749999940E-1,4.753840493E-1
1.495636263E1,1.300000027E-2,1.400000043E-2,-5.839999914E-1,5.843124079E-1
1.496137709E1,1.200000010E-2,2.500000037E-2,-5.019999743E-1,5.027653271E-1
1.496639131E1,-1.499999966E-2,-1.000000047E-3,-4.480000138E-1,4.482521750E-1
1.497140577E1,-4.199999943E-2,-1.499999966E-2,-3.930000067E-1,3.955224459E-1
1.497642021E1,-1.499999966E-2,-1.499999966E-2,-3.389999866E-1,3.396630550E-1
1.498143490E1,9.999999776E-3,-2.000000095E-3,-5.569999814E-1,5.570933309E-1
1.498644913E1,-2.000000095E-3,-1.499999966E-2,-7.340000272E-1,7.341560051E-1
1.499146360E1,9.999999776E-3,-2.899999917E-2,-8.970000148E-1,8.975243877E-1
1.499647806E1,-3.000000026E-3,-5.600000173E-2,-9.110000134E-1,9.127245064E-1
1.500149254E1,8.999999613E-3,-5.299999937E-2,-7.340000272E-1,7.359660589E-1
1.500650700E1,8.999999613E-3,-3.900000080E-2,-5.979999900E-1,5.993379582E-1
1.501152146E1,-4.000000190E-3,-1.099999994E-2,-4.749999940E-1,4.751441827E-1
1.501653592E1,-4.000000190E-3,-1.099999994E-2,-4.070000052E-1,4.071682751E-1
1.502155038E1,-4.000000190E-3,-1.099999994E-2,-6.110000014E-1,6.111121024E-1
1.502656484E1,-1.799999923E-2,-1.099999994E-2,-7.749999762E-1,7.752870198E-1
1.503157923E1,-3.200000152E-2,-2.400000021E-2,-8.289999962E-1,8.299644533E-1
1.503659370E1,-1.799999923E-2,-1.099999994E-2,-8.560000062E-1,8.562598966E-1
1.504160816E1,-2.999999933E-2,-3.599999845E-2,-7.340000272E-1,7.354944186E-1
1.504662263E1,-3.000000026E-3,-3.500000015E-2,-7.200000286E-1,7.208564637E-1
1.505163709E1,-1.600000076E-2,-8.000000380E-3,-8.289999962E-1,8.291929774E-1
1.505665155E1,-2.999999933E-2,4.999999888E-3,-8.019999862E-1,8.025764623E-1
1.506166578E1,-2.899999917E-2,1.600000076E-2,-7.879999876E-1,7.886957464E-1
1.506668024E1,-1.000000047E-3,-9.999999776E-3,-7.749999762E-1,7.750651347E-1
1.507169470E1,1.200000010E-2,-9.999999776E-3,-5.979999900E-1,5.982039686E-1
1.507670939E1,-1.000000047E-3,2.000000095E-3,-5.569999814E-1,5.570044697E-1
1.508172385E1,-2.700000070E-2,2.700000070E-2,-5.699999928E-1,5.712775087E-1
1.508673808E1,-2.600000054E-2,0.000000000E0,-6.790000200E-1,6.794976286E-1
1.509175252E1,-2.600000054E-2,-1.300000027E-2,-8.289999962E-1,8.295094898E-1
1.509676698E1,0.000000000E0,-2.700000070E-2,-9.649999738E-1,9.653776201E-1
1.510178144E1,2.400000021E-2,-5.099999905E-2,-9.520000219E-1,9.536671546E-1
1.510679590E1,3.700000048E-2,-5.000000075E-2,-9.240000248E-1,9.260912730E-1
1.511181037E1,9.999999776E-3,-5.000000075E-2,-8.840000033E-1,8.854693704E-1
1.511682485E1,-1.600000076E-2,-2.300000004E-2,-7.879999876E-1,7.884979267E-1
1.512183923E1,-2.800000086E-2,-8.999999613E-3,-7.340000272E-1,7.345890279E-1
1.512685369E1,1.200000010E-2,-2.300000004E-2,-8.159999847E-1,8.164122581E-1
1.513186818E1,1.200000010E-2,-3.599999845E-2,-8.560000062E-1,8.568407148E-1
1.513688265E1,-1.400000043E-2,-5.000000075E-2,-8.840000033E-1,8.855235773E-1
1.514189708E1,-1.000000047E-3,-2.099999972E-2,-8.019999862E-1,8.022754999E-1
1.514691154E1,-1.499999966E-2,1.899999939E-2,-6.790000200E-1,6.794313999E-1
1.515192600E1,-4.199999943E-2,1.899999939E-2,-7.070000172E-1,7.085012521E-1
1.515694025E1,-1.499999966E-2,1.899999939E-2,-9.520000219E-1,9.523077453E-1
1.516195471E1,-1.499999966E-2,-8.000000380E-3,-1.088000059E0,1.088132864E0
1.516696918E1,-1.499999966E-2,-8.000000380E-3,-1.182999969E0,1.183122109E0
1.517198387E1,-1.499999966E-2,-8.000000380E-3,-1.115000010E0,1.115129598E0
1.517699811E1,-1.499999966E-2,-2.099999972E-2,-8.840000033E-1,8.843766199E-1
1.518201257E1,-1.499999966E-2,-1.999999955E-2,-8.019999862E-1,8.023895424E-1
1.518702703E1,-1.499999966E-2,-3.400000185E-2,-8.289999962E-1,8.298325095E-1
1.519204147E1,-5.600000173E-2,6.000000052E-3,-8.700000048E-1,8.718210874E-1
1.519705593E1,-2.800000086E-2,6.000000052E-3,-9.380000234E-1,9.384370218E-1
1.520207040E1,-1.400000043E-2,-7.000000216E-3,-9.110000134E-1,9.111344711E-1
1.520708478E1,-2.800000086E-2,-7.000000216E-3,-7.340000272E-1,7.345672467E-1
1.521209924E1,-2.800000086E-2,-1.999999955E-2,-7.200000286E-1,7.208217819E-1
1.521711370E1,-1.400000043E-2,-7.000000216E-3,-9.240000248E-1,9.241325910E-1
1.522212816E1,9.999999776E-3,-1.899999939E-2,-1.060999990E0,1.061217215E0
1.522714262E1,-1.600000076E-2,-3.299999982E-2,-1.141999960E0,1.142588687E0
1.523215685E1,-2.999999933E-2,-4.699999839E-2,-1.101999998E0,1.103409713E0
1.523717154E1,-2.999999933E-2,-1.899999939E-2,-8.840000033E-1,8.847129511E-1
1.524218599E1,-2.800000086E-2,-6.000000052E-3,-7.070000172E-1,7.075796947E-1
1.524720046E1,-1.499999966E-2,7.000000216E-3,-7.200000286E-1,7.201902812E-1
1.525221468E1,2.500000037E-2,-4.699999839E-2,-7.609999776E-1,7.628597288E-1
1.525722915E1,1.099999994E-2,-1.899999939E-2,-8.289999962E-1,8.292906569E-1
1.526224361E1,-2.000000095E-3,-1.799999923E-2,-9.110000134E-1,9.111800175E-1
1.526725807E1,-2.000000095E-3,-4.999999888E-3,-8.019999862E-1,8.020180658E-1
1.527227254E1,-1.499999966E-2,2.099999972E-2,-7.070000172E-1,7.074708646E-1
1.527728700E1,-2.000000095E-3,8.000000380E-3,-7.340000272E-1,7.340463472E-1
1.528230139E1,-2.000000095E-3,-4.999999888E-3,-8.840000033E-1,8.840164059E-1
1.528731585E1,-1.600000076E-2,-1.899999939E-2,-1.006000042E0,1.006306655E0
1.529233031E1,-1.600000076E-2,-3.200000152E-2,-1.019999981E0,1.020627239E0
1.529734477E1,-1.600000076E-2,-4.600000009E-2,-9.110000134E-1,9.123009505E-1
1.530235923E1,-2.800000086E-2,-4.300000146E-2,-8.159999847E-1,8.176117509E-1
1.530737367E1,-1.400000043E-2,-2.899999917E-2,-8.019999862E-1,8.026462345E-1
1.531238813E1,-1.400000043E-2,-2.000000095E-3,-9.380000234E-1,9.381066271E-1
1.531740259E1,-1.000000047E-3,1.099999994E-2,-1.034000039E0,1.034059032E0
1.532241707E1,-2.000000095E-3,-2.000000095E-3,-1.019999981E0,1.020003902E0
1.532743153E1,1.099999994E-2,-2.000000095E-3,-9.250000119E-1,9.250675770E-1
1.533244576E1,-1.499999966E-2,-2.000000095E-3,-7.749999762E-1,7.751477040E-1
1.533746021E1,-2.899999917E-2,3.799999878E-2,-7.469999790E-1,7.485278676E-1
1.534247467E1,-5.299999937E-2,3.400000185E-2,-8.840000033E-1,8.862398129E-1
1.534748916E1,-5.200000107E-2,3.400000185E-2,-9.380000234E-1,9.400553410E-1
1.535250355E1,-2.500000037E-2,7.000000216E-3,-9.929999709E-1,9.933392886E-1
1.535751801E1,1.000000047E-3,-1.999999955E-2,-9.380000234E-1,9.382137517E-1
1.536253254E1,1.300000027E-2,-1.899999939E-2,-8.560000062E-1,8.563095297E-1
